fare_amount,passenger_count,distance_m,pickup_time
12.5,1,3607,23
13.5,1,3296,09
9.3,1,1741,21
9.7,1,3722,16
7.3,2,1984,03
13.0,1,3636,22
4.0,1,613,13
7.7,3,1509,19
5.0,1,1492,07
6.9,1,1342,12
9.5,2,3112,12
6.1,3,2458,04
4.1,1,448,10
7.3,1,2583,14
5.3,1,1454,23
7.0,1,1479,17
8.9,5,3617,06
4.5,1,986,12
10.5,5,2612,03
3.7,1,836,19
8.5,5,1544,12
8.9,1,2747,23
40.54,1,9097,09
9.0,1,2089,00
5.7,1,2120,14
6.9,1,2113,01
7.0,1,957,11
4.9,1,956,00
4.5,4,805,23
4.0,1,493,08
6.0,1,1841,05
6.5,1,1205,21
5.7,1,1321,10
12.5,1,3863,09
8.1,1,2978,13
18.04,1,2485,04
6.1,1,1532,01
4.9,1,908,13
8.5,1,1576,16
6.5,6,2643,21
7.7,3,1810,19
4.1,2,558,19
8.5,5,1482,13
4.9,1,704,21
9.0,2,1006,13
16.1,1,5890,08
7.3,1,2536,18
12.5,2,4326,04
6.5,1,973,01
5.7,1,1153,23
6.5,1,1748,12
4.5,1,974,08
11.3,1,3603,08
4.9,1,1326,01
7.0,1,1147,12
10.1,3,3285,08
14.0,4,4787,14
45.33,1,9893,08
25.0,2,7372,01
5.3,2,1039,13
11.0,2,2756,20
10.9,5,5103,00
16.5,1,6115,05
3.7,1,641,16
6.1,1,1745,11
4.5,1,1037,15
7.5,1,1587,22
6.5,1,2290,18
13.7,5,5882,08
11.3,1,5641,01
8.9,1,4047,02
9.8,1,3285,23
6.1,1,1779,13
8.9,5,4020,11
6.2,1,1443,00
9.3,1,1769,15
6.5,1,1418,19
5.3,1,1264,12
10.5,1,1988,09
12.0,1,4554,21
18.0,1,6155,20
13.0,1,1372,18
9.0,1,2727,09
9.5,1,1433,16
5.7,1,1660,00
20.0,1,3308,23
3.7,2,798,01
4.9,1,1180,23
11.0,1,1301,14
5.7,1,645,18
19.0,1,5388,23
10.5,1,2960,11
5.0,5,768,19
5.7,1,1020,09
5.0,2,1195,22
5.7,1,1517,12
10.1,2,3622,22
16.5,1,6552,10
7.5,2,1049,18
9.5,1,948,09
14.9,1,3757,18
4.1,1,617,13
32.83,1,10922,07
7.5,2,1843,20
7.0,1,1255,01
45.0,1,20650,21
13.7,1,3598,14
14.0,1,4037,00
5.0,5,1233,03
4.5,3,610,16
10.1,1,2192,16
7.3,1,1603,10
7.5,1,1581,07
8.9,1,3147,00
6.0,1,1534,09
7.0,6,1807,17
6.0,1,1000,07
4.0,1,411,17
10.5,1,3222,21
7.0,1,2057,06
7.3,5,2642,16
10.9,1,3687,00
11.3,1,3758,19
10.1,2,4360,01
3.3,2,955,00
6.1,1,1382,18
4.9,1,661,19
6.1,6,1479,22
4.5,1,836,09
57.33,1,19757,12
8.5,1,1974,10
8.5,1,2525,13
10.0,1,3132,11
13.7,1,6841,22
6.5,5,1472,19
7.7,1,2085,23
29.0,1,10057,19
4.5,1,1693,10
5.5,1,965,22
4.5,1,640,01
14.1,1,4388,15
7.5,1,2205,11
12.0,1,2670,13
4.5,1,951,19
13.3,1,5173,11
10.5,1,4707,09
7.5,1,1645,14
6.0,1,1975,19
26.1,2,11063,23
7.0,1,1222,08
8.1,1,2971,11
9.3,3,2273,15
8.5,1,3549,16
4.0,1,656,17
9.3,1,3246,12
16.0,1,3807,13
13.7,1,4891,10
17.5,1,3032,17
6.5,3,1115,03
45.0,1,20873,14
7.0,1,1246,12
9.0,1,1878,07
14.2,1,5138,20
6.0,1,790,08
57.54,1,20086,01
3.3,1,713,23
8.9,5,3200,10
24.0,1,9217,07
41.33,1,10051,10
9.7,1,4366,18
6.1,1,1434,13
4.5,1,767,07
6.1,1,2530,10
8.5,1,4026,01
9.7,2,2994,16
5.3,2,1639,16
6.9,1,1215,00
11.3,1,5276,23
20.5,2,6841,23
5.3,1,757,12
18.5,2,5678,01
10.5,1,3806,16
5.3,1,1337,07
16.1,1,6941,20
4.9,1,1460,06
6.1,1,949,10
6.1,1,1089,22
6.1,1,1361,06
12.5,1,5111,21
4.9,1,1289,10
11.0,1,4115,16
27.5,1,9647,01
11.0,1,3954,19
5.7,3,1510,21
16.5,1,3434,19
12.5,1,3888,11
4.9,3,1425,22
9.3,1,2928,11
6.5,1,2619,11
3.7,2,524,23
31.33,4,9692,14
8.5,1,3636,19
12.5,1,3757,10
6.1,1,2802,07
11.0,6,4039,22
3.5,2,980,21
18.9,1,6765,06
7.7,1,2633,16
6.0,1,1046,19
9.0,1,1477,13
7.3,1,2090,17
8.5,1,1522,07
8.9,1,2904,00
6.1,1,2064,02
4.9,1,980,13
11.3,1,2626,18
8.1,3,2111,01
7.3,1,2369,18
17.5,1,2325,23
10.5,1,2934,20
19.0,1,7173,20
8.5,1,2245,19
11.3,1,3672,20
9.3,2,3643,02
7.3,6,1021,16
6.5,1,1548,07
8.5,1,2158,23
4.5,1,978,17
12.5,1,1523,13
25.3,1,6727,16
15.5,1,4499,04
23.5,2,5953,20
8.1,1,1895,08
5.7,5,976,06
9.3,1,2228,18
4.5,1,683,12
8.5,1,3999,08
8.0,1,1134,11
16.0,2,4740,04
7.3,2,1368,19
11.3,2,3515,01
10.5,1,2929,17
8.9,1,2166,19
10.5,2,5171,10
6.1,6,1043,15
45.0,1,19691,22
7.3,1,3040,07
6.5,1,1147,15
5.3,1,1782,06
4.5,1,1289,21
11.5,1,2452,13
27.5,2,12009,12
6.5,1,1191,14
8.0,1,1523,19
10.5,5,2279,21
6.9,1,1558,09
6.9,2,2351,20
9.5,1,1475,19
20.5,1,7970,21
5.0,1,1402,10
4.9,1,934,10
8.1,2,3379,21
12.9,1,4115,18
9.5,1,2676,02
9.0,4,1883,09
9.3,1,3468,15
6.5,1,3082,21
5.5,1,1104,21
4.5,1,1056,16
11.3,4,3914,00
8.1,1,1705,20
16.5,1,5722,13
6.5,1,877,14
4.5,1,833,14
11.3,1,3166,18
5.5,1,687,15
3.5,1,410,13
27.0,1,8334,09
45.0,2,20598,12
8.0,1,2269,22
7.9,1,2552,18
10.1,1,2766,09
6.5,1,1313,21
10.1,5,3113,17
4.5,2,1071,13
12.9,2,5909,19
33.47,5,10338,10
5.3,4,1606,17
6.1,1,1589,13
8.0,6,1677,14
10.5,1,2390,21
6.5,1,1519,18
17.0,1,4359,18
52.0,4,22589,13
15.7,1,4692,17
5.5,6,1190,21
23.5,1,9964,19
5.5,1,715,19
10.9,2,4709,19
27.5,6,8013,08
4.5,1,1096,21
4.1,1,586,20
8.9,1,1191,18
6.5,1,1871,19
12.5,6,3291,15
12.5,1,3969,11
5.3,1,1361,18
7.0,1,2353,07
12.0,1,3558,11
4.9,2,1666,13
11.7,1,2894,18
5.5,1,1320,02
9.7,1,4131,19
7.3,1,1949,21
7.5,1,1268,10
10.5,2,3148,23
7.3,1,682,13
7.7,1,2493,02
5.7,5,1472,15
49.8,2,21421,15
8.0,1,2489,19
15.5,1,4611,08
7.5,2,2464,22
4.9,1,1166,14
49.8,2,21062,10
12.9,1,1253,18
34.5,1,10362,21
15.5,2,4627,22
12.9,1,3458,00
7.0,2,1907,22
13.7,1,6503,17
16.1,3,7842,12
3.3,1,513,04
14.9,1,5486,21
19.0,1,5234,18
5.3,5,882,22
4.0,5,635,16
34.5,2,13410,21
6.5,1,1597,15
9.0,1,1944,19
8.9,6,3535,22
3.7,1,601,16
5.7,1,1070,11
21.5,2,5111,10
7.3,2,1798,23
11.7,1,2528,14
12.0,1,5247,06
4.0,1,1094,02
11.7,1,3522,00
4.9,1,1192,18
11.0,1,3134,20
6.0,5,1347,09
11.3,1,1823,20
34.83,1,11156,21
13.0,1,5533,04
3.3,1,489,10
4.5,1,763,15
8.5,2,2551,14
9.5,1,2597,14
5.3,1,1304,15
9.5,1,1446,16
10.0,1,2669,08
5.0,5,1073,22
5.7,1,1207,09
7.3,1,1590,13
13.0,1,2873,18
20.5,1,6227,18
6.1,4,1353,09
49.57,1,19954,21
8.5,1,2306,21
10.5,1,4304,15
3.3,5,339,12
8.0,1,2738,08
4.5,1,1083,00
22.0,1,6003,18
4.9,1,823,11
6.9,1,2948,07
12.1,1,3654,23
6.0,1,1279,19
8.5,2,1851,14
9.3,2,2171,17
7.3,1,2550,14
6.9,1,1887,21
13.0,1,3850,17
11.3,1,4408,07
8.1,2,2134,16
24.0,1,2666,09
8.0,1,1495,21
18.5,2,8980,09
6.5,1,1431,17
3.7,1,627,10
6.5,1,792,21
13.7,1,6807,21
8.5,1,2159,16
4.5,1,806,07
10.1,1,1259,18
21.5,5,7497,03
16.5,1,7414,07
8.5,1,2296,23
19.0,1,4377,19
6.9,1,1685,00
5.3,1,1332,12
9.0,1,3144,01
17.3,2,2366,08
6.1,1,2342,21
8.9,2,1315,18
17.7,5,7451,13
10.9,1,3697,18
18.0,1,5232,10
6.2,1,1252,00
9.7,1,3521,21
8.1,1,1717,12
12.0,1,4149,13
17.5,1,4900,19
16.0,1,3281,07
3.3,1,767,23
4.9,1,1454,08
3.7,1,1178,20
26.33,1,7707,18
3.3,2,464,19
11.0,4,2340,12
7.3,5,1903,08
8.1,1,2948,16
14.0,1,5745,12
3.7,1,613,15
5.7,1,1219,00
19.5,2,4880,11
9.3,1,3047,23
14.5,1,4960,02
4.9,6,1119,15
12.0,1,3262,23
4.1,2,923,21
7.3,1,1525,09
10.5,1,1645,18
14.5,1,3363,23
7.0,3,1713,11
8.9,1,3244,00
27.0,2,2817,13
8.0,6,1438,16
5.5,1,820,12
14.1,1,3681,06
15.3,2,5211,11
10.5,2,2140,13
7.0,1,1286,22
12.9,1,5459,12
7.7,1,2471,02
4.5,1,670,12
17.0,1,5415,07
4.9,1,1009,08
11.0,1,3534,12
15.3,2,4758,12
4.5,1,985,20
7.3,2,1644,19
73.0,2,17779,07
14.0,1,5489,01
6.5,1,1364,11
7.7,2,2000,19
6.1,5,1677,21
10.5,2,4027,15
4.5,1,990,07
10.5,1,4315,23
4.0,1,619,19
4.1,1,870,19
18.5,3,5420,17
32.33,1,10273,06
4.5,2,690,15
6.5,1,2448,10
45.0,1,19361,14
10.9,2,2738,04
13.7,1,5525,08
4.9,1,1336,07
6.1,2,1455,12
8.0,1,2695,05
4.9,3,564,22
7.3,1,2004,16
8.5,1,1389,21
8.9,5,2756,20
5.3,1,1725,08
5.0,1,428,20
9.5,1,1508,12
5.3,1,1048,13
8.1,1,1760,13
4.5,2,1468,01
20.5,1,4731,09
11.7,1,4309,16
4.0,1,622,19
7.3,2,1846,21
11.5,2,1630,12
5.0,1,773,12
20.1,3,8679,00
57.33,2,19785,11
5.3,1,1013,18
12.1,1,2623,13
52.08,1,12532,15
12.0,1,4587,20
7.7,1,1775,14
10.0,1,2647,16
18.5,2,5693,22
12.5,1,2459,10
12.5,1,3202,01
28.5,1,8618,14
6.9,1,2520,17
13.5,2,6208,23
9.5,1,1998,15
5.3,3,1488,20
10.9,5,2470,02
6.5,1,1545,22
5.7,1,1286,18
13.0,1,3847,19
10.1,5,3075,09
8.0,1,2383,13
8.5,1,1745,09
4.0,4,1111,01
4.5,1,1039,09
5.0,4,562,12
8.9,1,1933,19
8.0,1,1753,07
8.5,2,2138,14
7.0,1,1425,11
57.33,1,19829,06
8.5,6,2787,15
29.3,1,8758,07
15.5,1,3142,14
8.9,1,2278,23
4.5,2,1432,11
17.0,1,5258,12
5.3,1,1576,04
19.3,1,7094,21
20.5,1,4139,18
13.0,1,2633,23
57.33,1,21027,15
3.7,1,686,13
4.5,1,685,23
10.9,1,5006,16
5.5,1,1387,11
23.0,1,3045,21
18.5,1,5766,09
3.7,3,1794,07
6.5,1,1452,14
11.0,1,3575,11
6.0,5,1275,23
14.0,4,5286,07
9.7,1,3946,18
4.5,1,1477,13
10.5,1,5020,07
6.5,2,1747,21
10.0,5,1564,10
4.9,3,948,02
5.3,5,1621,13
25.87,1,7212,08
8.9,2,1727,21
5.5,1,1049,08
6.1,1,1491,22
38.94,1,16356,10
12.1,1,2911,15
6.1,1,669,14
13.7,1,5870,12
7.3,2,2369,02
3.7,2,879,07
18.5,5,3793,12
13.7,3,6686,23
12.0,1,2284,14
10.5,1,4048,03
7.7,1,3214,21
4.5,1,880,12
8.5,1,2549,11
8.0,1,2779,06
5.0,1,801,07
5.5,1,1106,18
4.5,1,772,23
7.3,1,1853,10
7.7,1,3038,06
6.5,1,1375,08
4.5,3,806,23
5.0,1,726,08
6.5,1,2192,16
12.5,2,5526,09
37.83,5,8326,15
6.2,1,2089,20
5.3,1,782,11
6.1,2,1559,19
9.0,6,1921,20
7.5,1,833,11
6.9,3,2827,18
10.5,1,2888,21
6.0,1,1046,13
10.9,1,2705,07
14.0,3,3361,14
17.3,1,1860,20
4.9,1,803,12
3.3,1,310,09
3.7,1,659,00
10.5,2,2551,00
11.0,1,3198,06
6.5,1,625,19
11.3,1,4323,22
48.04,1,15504,11
14.9,6,4216,14
4.1,1,795,02
3.0,1,419,14
38.83,1,10079,18
3.5,1,415,13
7.7,2,2895,18
12.9,1,4728,19
12.5,1,4010,19
12.1,5,4666,20
6.9,1,1472,13
3.3,1,489,18
49.8,5,19929,04
6.9,1,1408,10
16.1,1,7062,02
5.3,1,1395,14
6.7,1,1596,16
4.9,1,1401,22
11.5,1,3293,21
8.0,1,3136,00
8.9,1,2504,03
4.1,1,1009,22
11.0,1,2917,18
49.57,1,22506,15
4.5,1,879,01
14.9,5,6657,07
35.0,1,8141,19
9.0,2,2457,21
7.7,1,2799,16
3.7,1,626,16
16.1,1,5925,08
2.9,2,305,05
4.5,1,831,11
6.0,1,1875,19
8.0,1,1702,09
8.0,1,1182,09
6.5,3,1210,23
15.0,1,4752,08
7.7,1,1852,22
12.5,1,4638,06
6.5,1,2334,20
4.1,5,629,14
6.5,1,2356,10
5.3,1,1246,07
8.5,1,1789,11
14.5,1,4657,19
10.1,2,2827,20
4.1,1,1163,19
5.5,1,963,22
4.1,1,1125,21
8.1,1,2260,20
15.5,1,5228,23
9.5,1,2222,19
8.1,2,3267,23
4.9,1,1523,17
6.5,1,1499,15
4.9,5,1439,11
7.0,3,1527,17
7.3,1,1811,16
7.5,1,1403,15
18.5,1,3912,21
4.9,1,1178,14
13.7,1,4673,23
9.5,1,1946,21
4.5,3,891,18
7.5,4,1685,17
17.5,1,2823,14
9.7,1,3595,01
8.9,1,3283,07
10.0,1,3647,23
24.1,1,8189,05
4.9,1,1060,22
4.5,1,882,06
9.3,1,3418,16
7.0,1,1291,15
5.3,1,1460,02
6.0,1,1926,23
10.5,1,2903,20
4.0,1,621,12
14.9,1,7014,21
8.5,1,2213,08
16.0,6,4137,00
10.5,1,3013,15
3.7,4,740,07
12.9,1,4081,18
4.1,1,920,19
5.5,1,603,16
11.7,2,5550,12
13.0,1,2610,16
16.1,1,7158,04
8.1,1,2239,01
7.7,1,3370,14
6.1,1,953,18
10.5,1,4454,21
6.9,1,1898,06
12.9,1,2592,16
4.1,1,330,13
12.5,1,5461,00
11.5,1,2638,09
10.1,5,1280,16
6.5,1,1332,17
9.5,3,3178,10
6.9,1,1311,11
31.33,1,7054,19
6.5,1,2219,23
13.3,2,6027,11
12.1,2,1486,07
8.0,1,2439,06
9.5,1,2898,11
12.1,2,5476,13
9.7,1,3547,07
6.1,1,1088,07
12.0,1,3114,23
4.1,1,947,15
6.1,1,2284,15
38.9,2,9574,11
8.1,5,3158,09
8.0,1,1721,23
44.0,1,18472,20
8.1,1,2652,03
20.5,5,5019,11
8.5,1,1648,21
11.3,1,3396,18
8.5,1,2249,03
18.5,2,5610,22
14.1,1,6106,20
6.5,1,1330,15
19.8,1,6638,21
8.1,1,3258,01
11.3,5,2368,11
10.5,1,3760,22
9.0,1,2660,22
13.0,1,1670,11
9.5,1,2260,19
5.3,2,741,17
19.0,1,4049,13
4.1,1,893,13
16.0,1,5336,03
10.5,1,3416,15
8.1,1,3782,22
6.5,1,960,03
8.9,5,2320,14
8.5,1,3650,14
8.1,1,1218,20
48.83,6,14141,19
11.0,1,3283,02
55.0,1,18652,18
5.0,1,1045,18
6.9,2,1786,20
7.7,1,3170,19
4.1,1,1093,02
8.9,1,1495,09
9.5,3,2406,21
13.3,1,4667,18
6.5,1,2664,22
52.33,2,11408,09
9.5,4,2998,16
9.0,5,2492,16
6.1,2,2113,03
3.5,1,669,01
6.9,1,1849,10
16.0,6,4333,13
4.1,1,779,15
7.0,2,2376,21
5.5,2,1392,19
5.3,1,2254,19
12.1,2,5854,19
13.7,1,4514,16
6.5,1,1533,21
11.0,1,1373,23
8.5,1,1843,19
4.9,1,586,09
4.9,1,1122,22
5.7,5,1493,18
14.1,1,5990,06
14.5,1,6630,11
12.0,2,2891,02
4.5,1,1286,18
8.1,1,2376,20
14.0,2,2419,21
16.0,1,3017,22
7.5,1,1716,20
11.7,1,4287,15
8.1,1,2411,00
7.0,5,984,14
9.5,1,2057,21
6.1,1,1517,04
15.5,2,4952,21
9.0,2,1824,11
6.5,1,2144,07
4.9,1,1186,21
12.1,1,3303,19
9.0,1,2135,07
10.0,1,2097,09
11.5,1,4760,03
8.0,1,1656,09
49.8,2,19213,17
57.33,1,21386,21
39.0,1,9591,19
15.5,5,5683,13
4.0,3,641,19
11.7,1,5196,06
5.3,2,617,21
5.7,2,1887,15
7.3,5,1790,12
12.6,2,3685,03
4.0,1,792,20
28.67,1,8923,14
12.5,1,6121,08
12.5,1,2880,21
8.5,1,1348,14
33.33,2,10415,06
8.5,1,2566,12
4.5,6,426,10
10.5,1,2032,11
7.5,1,2079,09
45.0,1,20284,07
32.1,2,9326,12
8.0,1,1424,09
18.0,1,4110,15
8.9,3,2223,13
8.1,2,2378,08
32.0,1,10303,21
6.9,1,1620,20
7.7,1,2780,22
9.7,1,2988,13
4.5,1,610,10
25.3,1,8974,18
14.9,1,6460,08
6.5,2,1385,13
6.0,1,1706,07
5.0,1,1177,01
6.1,3,845,21
6.5,2,1611,08
5.3,1,1064,15
40.9,1,19304,01
5.0,1,1078,16
6.5,1,1745,12
16.0,2,3432,12
7.0,1,1769,10
4.5,1,762,19
6.5,1,1773,09
26.5,1,7141,15
16.1,1,4187,19
11.0,1,3175,10
10.9,5,2981,00
6.0,1,1217,22
6.1,1,2979,05
4.5,1,711,12
8.0,2,1622,08
6.0,1,1933,01
7.3,1,932,12
11.0,1,3418,21
6.5,5,1428,11
8.5,5,2246,08
3.7,5,573,22
6.5,1,1449,11
12.5,1,4457,08
10.5,1,3830,21
6.5,1,1459,12
7.3,1,2342,19
6.9,1,1709,15
12.0,1,2296,21
26.1,1,11604,08
5.0,1,1241,14
32.5,1,15212,22
10.5,3,1474,07
16.0,4,3773,00
3.7,1,605,10
8.1,1,3515,13
5.3,1,1431,12
4.1,5,1358,18
38.33,3,10157,22
5.7,1,815,09
11.0,1,3859,04
12.0,1,3608,21
6.5,1,1052,11
10.5,1,1904,20
57.33,1,22216,07
13.5,3,2575,19
4.9,1,928,16
4.5,1,933,07
4.9,1,665,18
12.5,6,5099,03
14.5,1,3265,22
8.9,1,4382,04
9.7,1,1607,14
9.7,1,3352,03
4.5,1,583,00
12.0,1,2905,00
48.5,1,17280,20
6.9,2,1227,23
4.9,1,1333,07
11.3,1,5060,07
11.5,6,2750,12
10.5,1,2679,21
5.0,1,825,21
9.3,5,2785,08
8.1,1,1593,21
4.9,1,769,03
15.5,1,3343,10
6.0,1,1103,10
41.83,2,9328,14
4.1,1,1060,12
10.0,1,3619,23
7.5,5,939,19
43.3,1,13746,14
4.9,1,1278,23
7.3,1,2207,11
5.0,1,1048,19
10.1,1,1919,20
5.5,2,1313,05
7.0,1,1133,21
12.1,1,2386,03
4.5,5,1015,10
4.5,1,823,20
10.5,1,2285,10
4.1,1,849,09
5.7,3,1132,15
19.3,4,8782,00
7.7,1,3336,07
8.0,1,1778,12
3.7,2,510,10
6.5,1,1148,12
12.0,1,2449,14
5.5,1,1157,16
45.0,2,20609,18
8.1,1,2039,23
16.0,5,4069,23
6.5,1,1868,23
8.1,5,2875,18
6.5,1,1896,08
13.0,3,3249,23
10.1,1,2220,11
15.5,6,5086,20
7.7,1,2927,21
9.3,1,3458,01
10.5,3,1621,21
4.5,1,1453,01
10.9,5,2966,17
16.5,1,6617,03
6.0,1,1219,00
6.5,1,1706,01
8.5,1,2681,19
12.5,1,2513,09
7.3,1,1660,08
12.9,5,5002,22
6.0,1,1339,22
7.5,1,1543,19
4.5,1,608,09
11.1,1,2713,19
7.3,1,743,01
13.3,1,6088,19
57.33,1,20173,15
14.5,4,4532,11
25.5,1,4124,16
6.1,1,1509,12
5.3,2,2013,07
6.0,1,1150,21
6.9,2,1354,22
6.0,4,1092,18
6.0,2,1877,18
42.83,2,13549,22
16.5,1,4403,19
6.5,1,1592,08
22.0,1,6884,13
9.7,1,3998,08
4.9,1,1425,14
8.9,1,2874,19
3.7,5,501,07
14.0,6,3084,16
5.5,1,923,10
6.1,1,1443,23
18.9,1,4775,09
6.5,2,2132,09
9.3,2,3262,20
6.5,1,603,18
5.7,1,1368,14
6.1,1,1590,18
5.7,5,1356,15
49.8,3,21100,15
5.0,1,974,17
6.9,1,1575,23
8.0,1,1261,07
13.7,1,2585,18
6.5,1,1196,17
4.5,3,964,19
14.0,2,3664,14
6.1,2,2462,04
10.0,1,3632,19
12.9,1,3220,18
9.4,2,2182,01
8.0,4,2285,04
4.5,1,721,19
6.9,1,1854,09
17.0,2,6018,01
22.67,2,7942,06
16.1,1,5625,20
17.0,1,2690,12
6.5,1,2183,04
23.0,1,6458,21
8.0,1,2124,08
10.1,1,2691,08
5.3,1,1100,19
6.1,1,1364,18
8.0,1,1871,19
10.5,4,1935,13
12.5,1,2941,23
14.9,1,4522,21
14.0,1,2548,12
5.5,1,868,14
6.5,5,719,08
6.5,1,1326,18
8.5,1,1980,17
12.5,1,2164,11
14.5,2,3160,17
6.5,3,2132,08
6.5,1,1259,08
32.5,5,14129,02
37.7,1,17442,03
17.3,5,4988,13
7.5,1,1751,11
19.5,1,7020,00
10.5,1,2683,03
8.0,5,1568,22
9.5,1,2173,08
11.0,1,4059,06
10.5,1,3684,13
6.0,1,876,10
11.5,1,4864,21
4.9,2,1314,18
13.5,1,5392,00
7.3,1,1644,10
5.3,1,872,18
4.5,1,1331,07
5.3,2,1401,19
31.0,1,11252,20
7.5,1,1764,12
4.5,1,1832,22
8.5,1,1029,19
35.33,1,11462,18
21.7,1,6462,20
7.7,1,1689,17
12.0,1,3854,03
8.1,3,1906,09
16.0,1,6980,06
7.0,1,1139,05
8.1,1,2020,11
22.1,2,5793,19
7.5,1,2219,23
7.7,1,1156,16
11.5,1,3034,19
6.1,1,1806,00
22.1,1,6352,17
8.5,1,1495,08
8.0,1,1342,11
6.5,6,838,09
4.5,2,793,18
11.5,6,4188,01
3.7,1,560,00
6.5,3,623,21
4.9,1,1213,02
6.0,1,1282,22
13.5,1,3907,10
5.7,1,1256,07
8.5,1,1272,12
52.0,1,19197,13
5.3,1,873,12
17.0,1,3368,21
6.9,1,3381,07
19.5,1,3229,10
7.0,1,3048,21
9.0,1,2754,03
34.83,1,11197,10
14.9,2,6206,09
5.3,1,1044,22
13.3,1,2515,20
3.3,1,813,18
16.5,1,6054,19
13.3,1,4880,13
12.0,1,3710,22
8.5,3,2440,01
11.5,1,3709,07
13.7,1,5375,09
13.0,1,2122,03
28.8,1,6969,17
20.0,1,8024,04
7.5,4,3044,03
6.1,1,1820,22
17.0,1,6007,01
6.5,2,1163,10
14.5,1,2952,08
57.33,2,21315,16
7.5,1,1815,08
16.5,5,5468,17
4.5,6,992,23
8.5,1,2916,07
3.7,2,575,23
6.1,2,2257,21
14.0,1,1776,16
10.1,3,3462,12
8.5,1,2134,18
14.5,1,4098,17
10.0,1,1135,18
24.67,1,9723,00
8.5,1,2687,10
10.1,1,4103,04
5.0,2,686,16
6.0,1,1320,09
11.5,1,3404,13
4.5,1,1376,10
7.0,1,2769,18
8.1,3,1999,00
7.7,1,3205,06
27.3,1,6782,11
4.5,1,758,03
18.5,2,4982,13
6.9,1,1666,20
4.5,5,1257,17
17.0,1,5876,18
16.5,1,8009,02
7.3,5,1368,21
4.1,1,1099,00
16.5,2,3711,20
5.3,2,1510,07
24.5,1,9268,15
7.3,1,2796,23
8.1,1,1547,13
7.0,2,1264,19
5.0,1,583,12
7.5,1,1802,17
10.1,2,2653,20
10.9,2,1689,13
14.5,1,4569,00
7.7,1,1885,14
14.0,1,5320,21
6.5,1,1403,13
4.5,1,1080,10
24.1,5,7053,06
5.0,1,953,12
18.5,1,2997,01
8.0,1,2017,19
8.1,1,2771,12
12.5,2,1656,17
5.0,1,813,12
6.5,1,1524,18
8.0,2,2145,20
12.1,4,4597,20
19.3,1,9364,19
6.5,3,1619,16
11.5,5,4623,19
5.0,1,1241,22
8.5,1,3347,19
4.5,1,1243,20
8.5,1,2505,19
8.0,1,1702,17
5.5,1,1098,17
6.5,1,1718,07
9.0,1,1502,20
9.5,1,2444,07
6.5,1,1426,11
5.3,1,915,21
5.7,1,1456,08
6.5,1,1548,16
5.3,1,1228,03
6.5,2,1274,20
10.1,5,4400,11
8.5,2,2044,12
7.5,1,1206,13
9.5,1,4200,21
57.33,1,5564,17
3.7,1,862,20
22.5,4,7941,10
25.3,1,8698,12
9.5,1,3769,17
5.3,1,1264,10
8.9,1,4001,19
25.87,1,8080,17
8.1,1,3251,16
12.5,1,4305,18
22.1,4,9509,17
56.8,1,20268,15
8.0,6,2918,19
5.7,1,1440,14
10.5,2,1455,12
26.5,2,6613,18
10.9,1,4110,18
45.0,1,20140,19
18.5,1,5085,18
10.5,1,4325,23
4.5,5,953,16
6.5,1,1529,18
3.3,1,452,11
6.9,1,2533,00
7.7,2,710,14
6.1,1,1763,04
4.9,1,1078,23
10.5,1,2693,22
9.4,2,3133,23
8.5,2,3470,14
4.1,1,902,11
6.5,1,1385,17
8.2,1,2201,22
6.0,1,1776,09
8.1,1,1998,12
9.5,2,2575,23
6.5,1,1541,16
5.0,1,636,16
11.7,2,5214,02
17.3,1,7251,20
15.7,1,6780,00
19.0,1,6948,13
10.5,1,3231,21
13.0,2,2776,20
7.0,1,1618,08
12.5,5,5330,16
10.0,1,1429,20
7.5,2,1785,03
8.9,1,2244,07
4.5,1,690,07
5.3,2,1667,22
4.5,1,871,07
4.5,1,815,00
13.0,1,4650,23
8.0,1,1355,16
5.7,2,2078,02
12.5,1,2452,11
6.1,1,1668,13
7.3,1,1614,12
6.5,2,1380,07
27.85,2,8686,18
5.3,1,794,18
4.1,3,1061,06
5.5,1,953,12
6.5,3,2043,04
8.5,2,2615,20
15.7,1,5288,20
6.9,2,1614,02
7.5,2,2270,11
15.7,1,4440,11
62.7,1,20299,06
6.9,1,2012,22
6.1,1,1229,05
7.5,1,1603,21
6.5,1,1891,06
5.5,1,1196,06
14.5,1,2738,10
9.5,1,2132,22
2.9,1,389,18
9.3,1,2997,18
9.5,1,1933,18
6.0,2,1582,00
9.3,2,2769,21
8.9,5,2837,09
8.5,1,2443,04
39.0,5,17907,00
6.5,1,2397,09
8.5,1,2021,21
8.5,2,1466,13
7.5,1,1806,13
8.6,2,1827,22
10.0,1,2990,06
10.1,1,2417,14
9.7,1,4118,23
5.3,1,2266,20
17.7,1,5811,21
8.1,2,2955,06
12.5,1,4092,08
6.1,1,1430,10
49.8,2,20246,04
49.57,1,20780,16
5.5,1,793,07
10.0,6,2404,11
4.5,5,650,22
7.5,1,1164,10
51.83,2,13528,10
10.5,1,1885,12
5.7,2,1555,20
3.3,1,571,19
6.1,1,1331,17
15.7,1,6024,08
6.5,1,883,10
6.5,1,1441,18
7.0,1,1237,18
5.3,1,1269,23
12.9,1,5454,09
8.5,1,2115,08
8.1,1,2279,13
4.1,1,997,18
4.5,1,1224,17
12.5,1,3951,18
